lokal,naslov,city,cena,cena_old,doplacilo,doplacilo_old,lat,lon,posid,detailslink,sort-group,cena_diff,doplacilo_diff,cena_diff_percent,doplacilo_diff_percent
RESTAVRACIJA KITAJSKA PALAČA,Focheva ulica 41,MARIBOR,8.0,5.99,4.5,3.17,46.5453657,15.643939,2040,/sl/restaurant/Details/2040,82,2.01,1.33,33.55592654424039,41.955835962145116
,,,,6.0,,3.18,,,1130,,,,,,
RESTAVRACIJA KLUB CANKARJEVEGA DOMA,Prešernova cesta 10,LJUBLJANA,9.0,6.6,5.5,3.78,46.0500434,14.4988365,1768,/sl/restaurant/Details/1768,82,2.4000000000000004,1.7200000000000002,36.36363636363637,45.502645502645514
,,,,6.0,,3.18,,,2475,,,,,,
RESTAVRACIJA KOMPLIMENT,Kidričeva cesta 75,ŠKOFJA LOKA,7.5,5.7,4.0,2.88,46.170667,14.342255,3096,/sl/restaurant/Details/3096,82,1.7999999999999998,1.12,31.57894736842105,38.88888888888889
,,,,3.69,,0.87,,,1713,,,,,,
RESTAVRACIJA MANDALA - PODHOD AJDOVŠČINA,Ajdovščina 4,LJUBLJANA,8.2,6.68,4.7,3.86,46.0533642,14.5052036,3068,/sl/restaurant/Details/3068,82,1.5199999999999996,0.8400000000000003,22.754491017964064,21.76165803108809
RESTAVRACIJA MANGO,Turnerjeva ulica 17,MARIBOR,8.0,6.72,4.5,3.9,46.56316907,15.62965699,2085,/sl/restaurant/Details/2085,82,1.2800000000000002,0.6000000000000001,19.04761904761905,15.384615384615389
RESTAVRACIJA MCDONALDS - CITYCENTER,Mariborska cesta 100,CELJE,6.5,4.82,3.0,2.0,46.2419031,15.2774074,2649,/sl/restaurant/Details/2649,82,1.6799999999999997,1.0,34.854771784232355,50.0
RESTAVRACIJA MCDONALDS - PTUJ,Ormoška cesta 3,PTUJ,6.5,4.82,3.0,2.0,46.41889598,15.8771082,2759,/sl/restaurant/Details/2759,82,1.6799999999999997,1.0,34.854771784232355,50.0
RESTAVRACIJA MENSANA,Slomškova ulica 49,MURSKA SOBOTA,7.5,5.5,4.0,2.68,46.6579914,16.1638527,3144,/sl/restaurant/Details/3144,82,2.0,1.3199999999999998,36.36363636363637,49.253731343283576
RESTAVRACIJA MODRI KVADRAT,Davčna ulica 1,LJUBLJANA,7.0,6.0,3.5,3.18,46.0650084,14.5268284,2721,/sl/restaurant/Details/2721,82,1.0,0.31999999999999984,16.666666666666664,10.062893081761
RESTAVRACIJA MOZART,Stegne 7,LJUBLJANA,7.0,6.0,3.5,3.18,46.0816492,14.486736,1382,/sl/restaurant/Details/1382,82,1.0,0.31999999999999984,16.666666666666664,10.062893081761
RESTAVRACIJA MOZART P.E. EKONOMSKA FAKULTETA,Kardeljeva ploščad 17,LJUBLJANA,7.0,6.0,3.5,3.18,46.0740168,14.516449,3172,/sl/restaurant/Details/3172,82,1.0,0.31999999999999984,16.666666666666664,10.062893081761
RESTAVRACIJA MR.FALAFEL,Gosposka ulica 30,MARIBOR,9.0,6.19,5.5,3.37,46.5598616,15.6467848,3049,/sl/restaurant/Details/3049,82,2.8099999999999996,2.13,45.395799676898214,63.20474777448071
RESTAVRACIJA OAZA PEF,Kardeljeva ploščad 16,LJUBLJANA,6.49,4.99,2.99,2.17,46.0754157,14.5179893,3179,/sl/restaurant/Details/3179,82,1.5,0.8200000000000003,30.06012024048096,37.78801843317974
RESTAVRACIJA PIANO,Koroška cesta 160,MARIBOR,7.8,6.52,4.3,3.7,46.5636227,15.6240941,2229,/sl/restaurant/Details/2229,82,1.2800000000000002,0.5999999999999996,19.631901840490805,16.216216216216207
RESTAVRACIJA PLEČNIKOV HRAM,Trg francoske revolucije 2,LJUBLJANA,8.0,6.49,4.5,3.67,46.0470781,14.5034063,1360,/sl/restaurant/Details/1360,82,1.5099999999999998,0.8300000000000001,23.26656394453004,22.6158038147139
"RESTAVRACIJA PRESTIGE CATERING, GZS",Dimičeva ulica 13,LJUBLJANA,6.5,6.03,3.0,3.21,46.0715896,14.5148274,2180,/sl/restaurant/Details/2180,82,0.46999999999999975,-0.20999999999999996,7.7943615257048044,-6.5420560747663545
RESTAVRACIJA RDEČE JABOLKO,Tržaška 116,LJUBLJANA,9.0,6.59,5.5,3.77,46.0398978,14.4730179,1321,/sl/restaurant/Details/1321,82,2.41,1.73,36.57056145675266,45.88859416445623
RESTAVRACIJA SARAJEVSKIH JEDI VALTER - ŠKOFJA LOKA,Kidričeva cesta 8c,ŠKOFJA LOKA,8.4,5.19,4.9,2.37,46.1674362,14.3105818,2252,/sl/restaurant/Details/2252,82,3.21,2.5300000000000002,61.849710982658955,106.75105485232068
RESTAVRACIJA SARAJEVSKIH JEDI VALTER JESENICE,Cesta Maršala Tita 106,JESENICE,8.4,4.99,4.9,2.17,46.441619,14.0390784,2884,/sl/restaurant/Details/2884,82,3.41,2.7300000000000004,68.33667334669339,125.80645161290325
RESTAVRACIJA SARAJEVSKIH JEDI VALTER KRANJ,Cesta 1.maja 1a,KRANJ,8.4,5.19,4.9,2.37,46.2333989,14.3620683,2326,/sl/restaurant/Details/2326,82,3.21,2.5300000000000002,61.849710982658955,106.75105485232068
RESTAVRACIJA SARAJEVSKIH JEDI VALTER LJUBLJANA,Šmartinska cesta 3,LJUBLJANA,8.4,5.19,4.9,2.37,46.0562816,14.5192825,2131,/sl/restaurant/Details/2131,82,3.21,2.5300000000000002,61.849710982658955,106.75105485232068
RESTAVRACIJA SHAOLIN,Hacquetova 5,LJUBLJANA,8.5,6.19,5.0,3.37,46.0606245,14.5146389,2520,/sl/restaurant/Details/2520,82,2.3099999999999996,1.63,37.31825525040387,48.36795252225519
RESTAVRACIJA SKRITI KOT,Ajdovščina 4,LJUBLJANA,9.0,6.99,5.5,4.17,46.0537029,14.5049926,1367,/sl/restaurant/Details/1367,82,2.01,1.33,28.75536480686695,31.894484412470025
RESTAVRACIJA SPLOŠNE BOLNIŠNICE NOVO MESTO,Šmihelska cesta 1,NOVO MESTO,7.0,5.6,3.5,2.78,45.8002373,15.1630024,1298,/sl/restaurant/Details/1298,82,1.4000000000000004,0.7200000000000002,25.000000000000007,25.899280575539578
,,,,6.0,,3.18,,,2596,,,,,,
"RESTAVRACIJA TARTUF ""CENTER""",Mali trg 3a,LJUBLJANA,8.5,6.42,5.0,3.6,46.052173,14.507154,2854,/sl/restaurant/Details/2854,82,2.08,1.4,32.398753894081,38.888888888888886
,,,,5.62,,2.8,,,1100,,,,,,
RESTAVRACIJA VRTNICA,Kidričeva ulica 11,NOVA GORICA,7.0,7.0,3.5,4.18,45.9575994,13.6489258,3156,/sl/restaurant/Details/3156,82,0.0,-0.6799999999999997,0.0,-16.26794258373205
RESTAVRACIJA ZLATA SREČA,Metelkova ulica 29,MARIBOR,7.4,5.49,3.9,2.67,46.543881,15.638065,2698,/sl/restaurant/Details/2698,82,1.9100000000000001,1.23,34.790528233151186,46.06741573033708
,,,,6.93,,4.11,,,3111,,,,,,
RIFUGIO FOOD/DRINK AND MORE,Ulica 15.maja 12e,KOPER/CAPODISTRIA,8.0,6.79,4.5,3.97,45.536316,13.733304,3157,/sl/restaurant/Details/3157,82,1.21,0.5299999999999998,17.820324005891017,13.350125944584375
ROZA SLON,Trg OF 14,LJUBLJANA,7.5,6.19,4.0,3.37,46.0574435,14.5087523,2739,/sl/restaurant/Details/2739,82,1.3099999999999996,0.6299999999999999,21.16316639741518,18.69436201780415
ROZA SLON BEŽIGRAD,Dunajska 115,LJUBLJANA,7.5,6.19,4.0,3.37,46.07502,14.51101,2859,/sl/restaurant/Details/2859,82,1.3099999999999996,0.6299999999999999,21.16316639741518,18.69436201780415
RUBY FOOD,Igriška ulica 5,LJUBLJANA,7.0,5.12,3.5,2.3,46.0480819,14.4993023,3072,/sl/restaurant/Details/3072,82,1.88,1.2000000000000002,36.71874999999999,52.17391304347827
SALAMON - DOSTAVA,Dolenjska cesta 103,LJUBLJANA,9.0,6.99,5.5,4.17,46.0300713,14.5324491,2595,/sl/restaurant/Details/2595,83,2.01,1.33,28.75536480686695,31.894484412470025
DOBRA HIŠA,Stegne 11a,LJUBLJANA,8.2,7.0,4.7,4.18,46.0828895,14.4879422,2552,/sl/restaurant/Details/2552,68,1.1999999999999993,0.5200000000000005,17.14285714285713,12.440191387559821
SAMOPOSTREŽNA RESTAVRACIJA STOLPIČ,Mariborska cesta 7,CELJE,7.0,5.7,3.5,2.88,46.2301367,15.265121,2781,/sl/restaurant/Details/2781,83,1.2999999999999998,0.6200000000000001,22.807017543859644,21.527777777777782
,,,,6.69,,3.87,,,2921,,,,,,
,,,,3.69,,0.87,,,2145,,,,,,
,,,,6.5,,3.68,,,3170,,,,,,
SPLOŠNA BOLNIŠNICA IZOLA,Polje 40,IZOLA/ISOLA,6.0,5.5,2.5,2.68,45.5444241,13.6870967,2641,/sl/restaurant/Details/2641,83,0.5,-0.18000000000000016,9.090909090909092,-6.716417910447767
SREDNJA ŠOLA IZOLA - SCUOLA MEDIA ISOLA,Prekomorskih brigad 7,IZOLA/ISOLA,7.8,5.69,4.3,2.87,45.5352719,13.6582594,2263,/sl/restaurant/Details/2263,83,2.1099999999999994,1.4299999999999997,37.082601054481536,49.82578397212543
STARA KRŠKA PIZZERIJA,Cesta krških žrtev 59,KRŠKO,8.8,6.8,5.3,3.98,45.9620105,15.4859981,2115,/sl/restaurant/Details/2115,83,2.000000000000001,1.3199999999999998,29.411764705882366,33.16582914572864
STARA KRŠKA PIZZERIJA - DOSTAVA,Cesta krških žrtev 59,KRŠKO,9.0,7.0,5.5,4.18,45.9620105,15.4859981,2116,/sl/restaurant/Details/2116,83,2.0,1.3200000000000003,28.57142857142857,31.578947368421062
STARI GRILL,Glavni trg 5,MARIBOR,7.6,5.8,4.1,2.98,46.5573679,15.6450408,2569,/sl/restaurant/Details/2569,83,1.7999999999999998,1.1199999999999997,31.034482758620683,37.583892617449656
SUBWAY,Slovenska cesta 1,LJUBLJANA,6.5,5.19,3.0,2.37,46.0469188,14.5009328,2714,/sl/restaurant/Details/2714,83,1.3099999999999996,0.6299999999999999,25.240847784200376,26.58227848101265
SUBWAY BEŽIGRAD,Dunajska cesta 115a,LJUBLJANA,6.5,5.19,3.0,2.37,46.0589662,14.5064647,2389,/sl/restaurant/Details/2389,83,1.3099999999999996,0.6299999999999999,25.240847784200376,26.58227848101265
SUBWAY BTC,Šmartinska cesta 152,LJUBLJANA,6.5,5.19,3.0,2.37,46.0681081,14.5420462,2988,/sl/restaurant/Details/2988,83,1.3099999999999996,0.6299999999999999,25.240847784200376,26.58227848101265
SUBWAY KOPER,Ankaranska cesta 2,KOPER/CAPODISTRIA,6.5,5.19,3.0,2.37,45.54012,13.735118,3090,/sl/restaurant/Details/3090,83,1.3099999999999996,0.6299999999999999,25.240847784200376,26.58227848101265
ŠEHEREZADA,Trubarjeva cesta 31,LJUBLJANA,6.5,4.22,3.0,1.4,46.0525259,14.5098328,2092,/sl/restaurant/Details/2092,352,2.2800000000000002,1.6,54.02843601895736,114.2857142857143
ŠEHEREZADA 2,Slovenska cesta 55,LJUBLJANA,6.5,4.82,3.0,2.0,46.0563837,14.5050602,3159,/sl/restaurant/Details/3159,352,1.6799999999999997,1.0,34.854771784232355,50.0
ŠTUDENTSKI DOM LJUBLJANA - RESTAVRACIJA,Svetčeva ulica 9,LJUBLJANA,7.1,5.82,3.6,3.0,46.051935,14.487097,2213,/sl/restaurant/Details/2213,352,1.2799999999999994,0.6000000000000001,21.993127147766312,20.000000000000004
TAJ MAHAL - DOSTAVA,Poljanska 14,LJUBLJANA,8.4,7.0,4.9,4.18,46.0502492,14.5145613,2532,/sl/restaurant/Details/2532,84,1.4000000000000004,0.7200000000000006,20.000000000000004,17.224880382775137
,,,,6.99,,4.17,,,3064,,,,,,
,,,,5.62,,2.8,,,1101,,,,,,
UFO,Svetčeva ulica 14,LJUBLJANA,7.2,6.52,3.7,3.7,46.051198,14.4867877,1262,/sl/restaurant/Details/1262,85,0.6800000000000006,0.0,10.429447852760747,0.0
"UTRIP - BAR, BISTRO IN KAVARNA",Šmartinska cesta 3,LJUBLJANA,9.0,7.0,5.5,4.18,46.056135,14.519132,2882,/sl/restaurant/Details/2882,85,2.0,1.3200000000000003,28.57142857142857,31.578947368421062
,,,,7.0,,4.18,,,2932,,,,,,
,,,,6.69,,3.87,,,3183,,,,,,
VERDI PTUJ,Ormoška cesta 15,PTUJ,8.9,7.0,5.4,4.18,46.4186013,15.8791007,3141,/sl/restaurant/Details/3141,86,1.9000000000000004,1.2200000000000006,27.142857142857146,29.186602870813417
VILLAGE SNACKS,Turnerjeva ulica 17,MARIBOR,5.2,3.82,1.7,1.0,46.56325575,15.62920102,3002,/sl/restaurant/Details/3002,86,1.3800000000000003,0.7,36.12565445026179,70.0
VINO & RIBE ALEJA,Rakuševa ulica 1,LJUBLJANA,9.0,6.61,5.5,3.79,46.0782899,14.4836777,3117,/sl/restaurant/Details/3117,86,2.3899999999999997,1.71,36.157337367624805,45.11873350923483
VINO & RIBE CENTER,Stari trg 28,LJUBLJANA,9.0,6.6,5.5,3.78,46.0810742,14.4794686,3061,/sl/restaurant/Details/3061,86,2.4000000000000004,1.7200000000000002,36.36363636363637,45.502645502645514
VIVO D125,Dunajska cesta 125,LJUBLJANA,9.0,6.69,5.5,3.87,46.0764534,14.5115361,2742,/sl/restaurant/Details/2742,86,2.3099999999999996,1.63,34.529147982062774,42.1188630490956
,,,,5.63,,2.81,,,2599,,,,,,
VOZI MIŠKO ŠIŠKA,Cesta Ljubljanske brigade 33,LJUBLJANA,8.2,7.0,4.7,4.18,46.0892556,14.4771914,1576,/sl/restaurant/Details/1576,86,1.1999999999999993,0.5200000000000005,17.14285714285713,12.440191387559821
DOBRA HIŠA RUDNIK,Jurčkova cesta 223,LJUBLJANA,8.2,7.0,4.7,4.18,46.0218387,14.5359136,2298,/sl/restaurant/Details/2298,68,1.1999999999999993,0.5200000000000005,17.14285714285713,12.440191387559821
WOK MIX CENTER,Vetrinjska ulic 15,MARIBOR,5.52,5.19,2.02,2.37,46.5593704,15.647724,3078,/sl/restaurant/Details/3078,87,0.3299999999999992,-0.3500000000000001,6.358381502890158,-14.76793248945148
,,,,5.19,,2.37,,,3077,,,,,,
ZAMARO COFFEE LOUNGE,Topniška 29a,LJUBLJANA,7.0,5.62,3.5,2.8,46.0661965,14.517229,1350,/sl/restaurant/Details/1350,90,1.38,0.7000000000000002,24.555160142348754,25.000000000000007
ZBORNICA BAR IN ŽAR,Rimska cesta 13,LJUBLJANA,9.0,7.0,5.5,4.18,46.047428,14.4998576,2952,/sl/restaurant/Details/2952,90,2.0,1.3200000000000003,28.57142857142857,31.578947368421062
ZNANSTVENA KAVARNA MAFIJA,Jadranska ulica 21,LJUBLJANA,3.5,2.82,0.0,0.0,46.0419603,14.4899295,2993,/sl/restaurant/Details/2993,90,0.6800000000000002,0.0,24.11347517730497,
ŽITO KOPER,Pristaniška ulica 2,KOPER/CAPODISTRIA,4.0,2.82,0.5,0.0,45.546168,13.725994,2009,/sl/restaurant/Details/2009,381,1.1800000000000002,0.5,41.84397163120568,inf
ŽITO LEON ŠTUKELJ MARIBOR,Trg Leona Štuklja 1,MARIBOR,4.0,2.82,0.5,0.0,46.5592387,15.6484212,2956,/sl/restaurant/Details/2956,381,1.1800000000000002,0.5,41.84397163120568,inf
ŽITO LJUBLANA ŽELEZNIŠKA (KOLODVOR),Trg OF 7,LJUBLJANA,4.0,2.82,0.5,0.0,46.0579939,14.5114823,2535,/sl/restaurant/Details/2535,381,1.1800000000000002,0.5,41.84397163120568,inf
ŽITO LJUBLJANA BAVARSKI DVOR,Slovenska cesta 58,LJUBLJANA,4.0,2.82,0.5,0.0,46.0569106,14.505859,2771,/sl/restaurant/Details/2771,381,1.1800000000000002,0.5,41.84397163120568,inf
ŽITO LJUBLJANA VODNIK,Vodnikov trg 5,LJUBLJANA,4.0,2.82,0.5,0.0,46.0506123,14.5092262,1791,/sl/restaurant/Details/1791,381,1.1800000000000002,0.5,41.84397163120568,inf
ŽITO MARIBOR TRG REVOLUCIJE,Trg revolucije 2,MARIBOR,4.0,2.82,0.5,0.0,46.554224,15.6461698,2322,/sl/restaurant/Details/2322,381,1.1800000000000002,0.5,41.84397163120568,inf
AJDA BURGERS & MORE BTC,Šmartinska cesta 152,LJUBLJANA,8.8,,5.3,,46.0681081,14.5420462,2999,/sl/restaurant/Details/2999,65,,,,
AULA FOOD,Gosarjeva ulica 5,LJUBLJANA,4.5,,1.0,,46.0746675,14.5151594,3190,/sl/restaurant/Details/3190,65,,,,
AZIJSKA RESTAVRACIJA ATMA,Muzejska ulica 3,NOVO MESTO,9.0,,5.5,,45.8031116,15.1692868,3228,/sl/restaurant/Details/3228,65,,,,
AZIJSKA RESTAVRACIJA IZAKAJA,Pokljukarjeva ulica 29,LJUBLJANA,9.0,,5.5,,46.0449756,14.4713376,3194,/sl/restaurant/Details/3194,65,,,,
AZURE BISTRO,Župančičeva ulica 39,KOPER/CAPODISTRIA,8.5,,5.0,,45.5463308,13.729011,3206,/sl/restaurant/Details/3206,65,,,,
BAŠČARŠIJA KOPER CARPACCIOV TRG,Carpacciov trg 6,KOPER/CAPODISTRIA,7.9,,4.4,,45.5478156,13.7259576,3207,/sl/restaurant/Details/3207,66,,,,
BAŠČARŠIJA MARIBOR GOSPOSVETSKA,Gosposvetska cesta 43c,MARIBOR,7.9,,4.4,,46.5620837,15.6323094,3237,/sl/restaurant/Details/3237,66,,,,
BIOTEHNIŠKI IZOBRAŽEVALNI CENTER LJUBLJANA,Ižanska cesta 10,LJUBLJANA,7.5,,4.0,,46.0397001,14.5130312,2102,/sl/restaurant/Details/2102,66,,,,
BIOTEHNIŠKI IZOBRAŽEVALNI CENTER LJUBLJANA,Cesta v Mestni log 47,LJUBLJANA,7.5,,4.0,,46.0369256,14.4928696,2103,/sl/restaurant/Details/2103,66,,,,
BISTRO ČOPOVA,Čopova 12,LJUBLJANA,9.0,,5.5,,46.0519281,14.5050696,2725,/sl/restaurant/Details/2725,66,,,,
BISTRO SLOVELY,Kardeljeva ploščad 5,LJUBLJANA,8.0,,4.5,,46.0755832,14.513194,3221,/sl/restaurant/Details/3221,66,,,,
CIAO CIAO,Čopova 7,LJUBLJANA,7.0,,3.5,,46.0519643,14.5044694,3175,/sl/restaurant/Details/3175,67,,,,
ČEVABDŽINICA SARAJEVO84 (TOMAŽIČEV TRG),Tomažičev trg 1,KOPER/CAPODISTRIA,8.6,,5.1,,45.5468662,13.7266374,3234,/sl/restaurant/Details/3234,268,,,,
EAT SMART BURGERS,Koroška cesta 80,MARIBOR,7.5,,4.0,,46.5595476,15.6338033,3232,/sl/restaurant/Details/3232,69,,,,
FARI'S ,Miklošičeva 34,LJUBLJANA,8.49,,4.99,,46.0567756,14.5083706,2589,/sl/restaurant/Details/2589,70,,,,
GIG BAR & BURGER,Jurčkova cesta 223,LJUBLJANA,9.0,,5.5,,46.0218387,14.5359136,3223,/sl/restaurant/Details/3223,71,,,,
GOSTILNA IN PICERIJA PAVON,Njegoševa 6 K,LJUBLJANA,9.0,,5.5,,46.0542409,14.5192941,2161,/sl/restaurant/Details/2161,71,,,,
GOSTILNICA TADEJ,Francetova 7,SLOVENJ GRADEC,7.0,,3.5,,46.5117581,15.0800667,3210,/sl/restaurant/Details/3210,71,,,,
GOSTIŠČE KUM,Prešernova cesta 1,ZAGORJE OB SAVI,8.0,,4.5,,46.1329388,14.9987576,1849,/sl/restaurant/Details/1849,71,,,,
HALO KATRA - DOSTAVA,Središka ulica 4,LJUBLJANA,9.0,,5.5,,46.0613483,14.527299,2355,/sl/restaurant/Details/2355,72,,,,
HALO PINKI - DOSTAVA,Pod ježami 14,LJUBLJANA,9.0,,5.5,,46.0579436,14.5284637,1514,/sl/restaurant/Details/1514,72,,,,
HOT HORSE - RUDNIK,Jurčkova cesta 222,LJUBLJANA,8.6,,5.1,,46.0198816,14.5337258,3196,/sl/restaurant/Details/3196,72,,,,
HUDA .,Cesta prvih borcev 7,BREŽICE,9.0,,5.5,,45.9030395,15.5923304,3197,/sl/restaurant/Details/3197,72,,,,
KITAJSKA RESTAVRACIJA BELI LABOD,Kolodvorska ulica 20,LJUBLJANA,8.9,,5.4,,46.0568955,14.5105853,3193,/sl/restaurant/Details/3193,75,,,,
LEONARD,Trg mladinskih delovnih brigad 12,LJUBLJANA,5.5,,2.0,,46.0479552,14.4962925,3198,/sl/restaurant/Details/3198,76,,,,
LEŠKOVAČKI DVOR,Dunajska ceeta 57,LJUBLJANA,7.4,,3.9,,46.0655751,14.5089374,3235,/sl/restaurant/Details/3235,76,,,,
MATJAŽEV BISTRO,Poljanska 22,LJUBLJANA,5.5,,2.0,,46.049579,14.5168208,3227,/sl/restaurant/Details/3227,77,,,,
MCDONALD'S RESTAVRACIJA - CANKARJEVA,Cankarjeva cesta 4,LJUBLJANA,6.5,,3.0,,46.0527153,14.5028959,3189,/sl/restaurant/Details/3189,77,,,,
MCDONALD'S RESTAVRACIJA - SUPERNOVA RUDNIK,Jurčkova cesta 223,LJUBLJANA,6.5,,3.0,,46.0218387,14.5359136,3188,/sl/restaurant/Details/3188,77,,,,
MEATING PUB & RESTAVRACIJA - DOSTAVA,Mlinska ulica 2,MARIBOR,9.0,,5.5,,46.5603608,15.6553755,3230,/sl/restaurant/Details/3230,77,,,,
NAMA TUŠ GOURMET & DELIKATESA,Tomšičeva ulica 2,LJUBLJANA,7.8,,4.3,,46.0522872,14.502706,3195,/sl/restaurant/Details/3195,78,,,,
NORMA 23,Adamič-Lundrovo nabrežje 1,LJUBLJANA,8.8,,5.3,,46.0510563,14.5065665,3229,/sl/restaurant/Details/3229,78,,,,
OKREPČEVALNICA MARJANCA,Večna pot 13,LJUBLJANA,6.4,,2.9,,46.0514769,14.4802775,3200,/sl/restaurant/Details/3200,79,,,,
PEKARNA LAGUNA,Linhartova cesta 11,LJUBLJANA,5.61,,2.11,,46.0646461,14.5103219,3192,/sl/restaurant/Details/3192,80,,,,
PICA SEDMICA,Ljubljanska cesta 106a,DOMŽALE,7.2,,3.7,,46.1419779,14.5938717,3211,/sl/restaurant/Details/3211,80,,,,
PICERIJA IN PIVNICA KUFR - DOSTAVA,Glavni trg 43,SLOVENJ GRADEC,7.0,,3.5,,46.5084742,15.0782194,3233,/sl/restaurant/Details/3233,80,,,,
PIZZA MARIJA,Dunajska cesta 15,LJUBLJANA,9.0,,5.5,,46.0604984,14.5068653,3218,/sl/restaurant/Details/3218,80,,,,
PIZZERIA IN OŠTARIJA FUGAZI,Kersnikova ulica 6,LJUBLJANA,9.0,,5.5,,46.0559004,14.5041666,3199,/sl/restaurant/Details/3199,80,,,,
PIZZERIA VIVALDI - DOSTAVA,Borštnikova ulica 33a,MARIBOR,9.0,,5.5,,46.5368605,15.6238561,1162,/sl/restaurant/Details/1162,80,,,,
PIZZERIJA PIRAMIDA,Vojkova 71,LJUBLJANA,8.0,,4.5,,46.0773752,14.5191468,3216,/sl/restaurant/Details/3216,80,,,,
PIZZERIJA PIRAMIDA - DOSTAVA,Vojkova 71,LJUBLJANA,8.0,,4.5,,46.0773752,14.5191468,3217,/sl/restaurant/Details/3217,80,,,,
POKUŠINA,Groblje 3,DOMŽALE,7.0,,3.5,,46.1493423,14.5898794,3187,/sl/restaurant/Details/3187,80,,,,
"PRI STAREM KOVAČU, HIŠA KRUHA 3",Gosposka ulica 13,MARIBOR,5.7,,2.2,,46.5588118,15.6464008,3212,/sl/restaurant/Details/3212,80,,,,
RESTAVRACIJA BARUS,Prešernova cesta 15,LJUBLJANA,9.0,,5.5,,46.0497279,14.4974415,3222,/sl/restaurant/Details/3222,82,,,,
RESTAVRACIJA ETNO EDEN,Prisoje 7,KOPER/CAPODISTRIA,9.0,,5.5,,45.5342855,13.72632,3204,/sl/restaurant/Details/3204,82,,,,
RESTAVRACIJA KOLODVORSKA,Cesta talcev 37,VELENJE,8.0,,4.5,,46.3633644,15.1037539,1263,/sl/restaurant/Details/1263,82,,,,
RESTAVRACIJA MENZA IJS,Jamova cesta 39,LJUBLJANA,8.0,,4.5,,46.0428394,14.4876334,3236,/sl/restaurant/Details/3236,82,,,,
RESTAVRACIJA ŠTUDENTSKI DOM 16,Gosposvetska cesta 89,MARIBOR,6.9,,3.4,,46.5646783,15.6235584,3231,/sl/restaurant/Details/3231,82,,,,
RIKŠA CURRY&WOK,Resljeva cesta 1,LJUBLJANA,7.8,,4.3,,46.0523157,14.5100928,3220,/sl/restaurant/Details/3220,82,,,,
ROZA SLON BTC,Kajuhova 32/R,LJUBLJANA,7.5,,4.0,,46.0577638,14.5403399,3225,/sl/restaurant/Details/3225,82,,,,
ROZA SLON VIČ,Tržaška cesta 116,LJUBLJANA,7.5,,4.0,,46.0399968,14.4724761,3224,/sl/restaurant/Details/3224,82,,,,
SPLOŠNA BOLNIŠNICA BREŽICE,Černelčeva cesta 15,BREŽICE,7.5,,4.0,,45.9084904,15.5935718,3069,/sl/restaurant/Details/3069,83,,,,
ŠAVIRMA,Rimska cesta 13,LJUBLJANA,7.0,,3.5,,46.047428,14.4998576,3219,/sl/restaurant/Details/3219,352,,,,
TAJ MAHAL,Poljanska 14,LJUBLJANA,8.4,,4.9,,46.0502492,14.5145613,2289,/sl/restaurant/Details/2289,84,,,,
TAVERNA PALERMO,Ulica Heroja Nandeta 31,MARIBOR,8.0,,4.5,,46.5326581,15.673326,3202,/sl/restaurant/Details/3202,84,,,,
TAVERNA PALERMO - DOSTAVA,Ulica Heroja Nandeta 31,MARIBOR,8.5,,5.0,,46.5326581,15.673326,3203,/sl/restaurant/Details/3203,84,,,,
URBAN PIQNIQ,Cesta Zore Perello Godina3,KOPER/CAPODISTRIA,8.8,,5.3,,45.5440568,13.7271687,3208,/sl/restaurant/Details/3208,85,,,,
URŠIN BISTRO,Poljanska 22,LJUBLJANA,9.0,,5.5,,46.049579,14.5168208,3226,/sl/restaurant/Details/3226,85,,,,
VEGETARIJANSKA RESTAVRACIJA RADHA GOVINDA,Žibretova 23,LJUBLJANA,8.0,,4.5,,46.062892,14.4989731,1339,/sl/restaurant/Details/1339,86,,,,
VINO & RIBE RUDNIK,Jurčkova cesta 223,LJUBLJANA,9.0,,5.5,,46.0218387,14.5359136,3201,/sl/restaurant/Details/3201,86,,,,
